,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
953662,8,2,2013-02-26,4031,544,1,0,0,0
953663,9,2,2013-02-26,3925,435,1,0,0,0
952540,1,3,2013-02-27,4558,579,1,0,0,0
952541,2,3,2013-02-27,4741,635,1,0,0,0
952542,3,3,2013-02-27,5172,670,1,0,0,0
952543,4,3,2013-02-27,7256,1082,1,0,0,0
952548,9,3,2013-02-27,4032,403,1,0,0,0
952545,6,3,2013-02-27,5280,684,1,0,0,0
952546,7,3,2013-02-27,6381,789,1,0,0,0
952547,8,3,2013-02-27,4152,580,1,0,0,0
952544,5,3,2013-02-27,3634,529,1,0,0,0
951427,3,4,2013-02-28,6167,767,1,0,0,0
951425,1,4,2013-02-28,4676,581,1,0,0,0
951426,2,4,2013-02-28,4859,565,1,0,0,0
951428,4,4,2013-02-28,10697,1429,1,0,0,0
951429,5,4,2013-02-28,4940,568,1,0,0,0
951430,6,4,2013-02-28,6524,769,1,0,0,0
951431,7,4,2013-02-28,7413,859,1,0,0,0
951432,8,4,2013-02-28,5545,740,1,0,0,0
951433,9,4,2013-02-28,5134,501,1,0,0,0
950310,1,5,2013-03-01,4611,584,1,0,0,0
950311,2,5,2013-03-01,4290,555,1,0,0,0
950312,3,5,2013-03-01,6575,800,1,0,0,0
950313,4,5,2013-03-01,9873,1380,1,0,0,0
950315,6,5,2013-03-01,6755,759,1,0,0,0
950316,7,5,2013-03-01,8052,983,1,0,0,0
950317,8,5,2013-03-01,4465,571,1,0,0,0
950318,9,5,2013-03-01,5578,483,1,0,0,0
950314,5,5,2013-03-01,4082,549,1,0,0,0
949197,3,6,2013-03-02,5037,638,1,0,0,0
949195,1,6,2013-03-02,5350,678,1,0,0,0
949196,2,6,2013-03-02,2643,353,1,0,0,0
949198,4,6,2013-03-02,10541,1557,1,0,0,0
949203,9,6,2013-03-02,5505,468,1,0,0,0
949200,6,6,2013-03-02,4257,462,1,0,0,0
949201,7,6,2013-03-02,5240,595,1,0,0,0
949202,8,6,2013-03-02,2574,317,1,0,0,0
949199,5,6,2013-03-02,1939,242,1,0,0,0
948082,3,7,2013-03-03,0,0,0,0,0,0
948081,2,7,2013-03-03,0,0,0,0,0,0
948083,4,7,2013-03-03,0,0,0,0,0,0
948080,1,7,2013-03-03,0,0,0,0,0,0
948085,6,7,2013-03-03,0,0,0,0,0,0
948086,7,7,2013-03-03,0,0,0,0,0,0
948087,8,7,2013-03-03,0,0,0,0,0,0
948088,9,7,2013-03-03,0,0,0,0,0,0
948084,5,7,2013-03-03,0,0,0,0,0,0
946966,2,1,2013-03-04,7993,790,1,1,0,0
946967,3,1,2013-03-04,11004,1080,1,1,0,0
946968,4,1,2013-03-04,13382,1658,1,1,0,0
946965,1,1,2013-03-04,7675,840,1,1,0,0
946970,6,1,2013-03-04,8596,996,1,1,0,0
946971,7,1,2013-03-04,11946,1169,1,1,0,0
946972,8,1,2013-03-04,8279,917,1,1,0,0
946973,9,1,2013-03-04,7785,666,1,1,0,0
946969,5,1,2013-03-04,7926,809,1,1,0,0
945850,1,2,2013-03-05,6300,715,1,1,0,0
945851,2,2,2013-03-05,6357,660,1,1,0,0
945852,3,2,2013-03-05,9878,987,1,1,0,0
945853,4,2,2013-03-05,9844,1397,1,1,0,0
945854,5,2,2013-03-05,6131,685,1,1,0,0
945856,7,2,2013-03-05,9821,1097,1,1,0,0
945857,8,2,2013-03-05,7947,836,1,1,0,0
945858,9,2,2013-03-05,6108,515,1,1,0,0
945855,6,2,2013-03-05,8057,887,1,1,0,0
944737,3,3,2013-03-06,8729,871,1,1,0,0
944736,2,3,2013-03-06,6842,806,1,1,0,0
944738,4,3,2013-03-06,9357,1338,1,1,0,0
944735,1,3,2013-03-06,5973,678,1,1,0,0
944740,6,3,2013-03-06,7243,812,1,1,0,0
944743,9,3,2013-03-06,5988,553,1,1,0,0
944739,5,3,2013-03-06,6027,693,1,1,0,0
944741,7,3,2013-03-06,8802,920,1,1,0,0
944742,8,3,2013-03-06,5977,687,1,1,0,0
943628,9,4,2013-03-07,5227,509,1,1,0,0
943627,8,4,2013-03-07,6875,829,1,1,0,0
943626,7,4,2013-03-07,7698,840,1,1,0,0
943625,6,4,2013-03-07,6867,799,1,1,0,0
943623,4,4,2013-03-07,9190,1322,1,1,0,0
943622,3,4,2013-03-07,8479,901,1,1,0,0
943621,2,4,2013-03-07,5747,640,1,1,0,0
943620,1,4,2013-03-07,5637,702,1,1,0,0
943624,5,4,2013-03-07,4430,533,1,1,0,0
942508,4,5,2013-03-08,10245,1440,1,1,0,0
942505,1,5,2013-03-08,5853,694,1,1,0,0
942506,2,5,2013-03-08,4822,594,1,1,0,0
942507,3,5,2013-03-08,8174,864,1,1,0,0
942509,5,5,2013-03-08,4744,576,1,1,0,0
942511,7,5,2013-03-08,8322,911,1,1,0,0
942512,8,5,2013-03-08,5223,595,1,1,0,0
942513,9,5,2013-03-08,5788,513,1,1,0,0
942510,6,5,2013-03-08,6630,764,1,1,0,0
941398,9,6,2013-03-09,5610,464,1,0,0,0
941397,8,6,2013-03-09,2263,284,1,0,0,0
941396,7,6,2013-03-09,5013,530,1,0,0,0
941395,6,6,2013-03-09,3450,412,1,0,0,0
941394,5,6,2013-03-09,1558,190,1,0,0,0
941393,4,6,2013-03-09,9936,1479,1,0,0,0
941392,3,6,2013-03-09,3778,436,1,0,0,0
941391,2,6,2013-03-09,2208,281,1,0,0,0
941390,1,6,2013-03-09,5578,734,1,0,0,0
940277,3,7,2013-03-10,0,0,0,0,0,0
940276,2,7,2013-03-10,0,0,0,0,0,0
940278,4,7,2013-03-10,0,0,0,0,0,0
940275,1,7,2013-03-10,0,0,0,0,0,0
940280,6,7,2013-03-10,0,0,0,0,0,0
940283,9,7,2013-03-10,0,0,0,0,0,0
940279,5,7,2013-03-10,0,0,0,0,0,0
940281,7,7,2013-03-10,0,0,0,0,0,0
940282,8,7,2013-03-10,0,0,0,0,0,0
939168,9,1,2013-03-11,4312,431,1,0,0,0
939167,8,1,2013-03-11,3641,516,1,0,0,0
939166,7,1,2013-03-11,6325,721,1,0,0,0
939165,6,1,2013-03-11,5680,724,1,0,0,0
939164,5,1,2013-03-11,3343,458,1,0,0,0
939163,4,1,2013-03-11,8395,1301,1,0,0,0
939162,3,1,2013-03-11,4968,633,1,0,0,0
939161,2,1,2013-03-11,3778,505,1,0,0,0
939160,1,1,2013-03-11,4949,618,1,0,0,0
938045,1,2,2013-03-12,3853,491,1,0,0,0
938046,2,2,2013-03-12,2991,424,1,0,0,0
938048,4,2,2013-03-12,7676,1150,1,0,0,0
938047,3,2,2013-03-12,5452,704,1,0,0,0
938050,6,2,2013-03-12,5579,646,1,0,0,0
938053,9,2,2013-03-12,4258,403,1,0,0,0
938051,7,2,2013-03-12,7182,920,1,0,0,0
938052,8,2,2013-03-12,3729,575,1,0,0,0
938049,5,2,2013-03-12,2809,403,1,0,0,0
936930,1,3,2013-03-13,4341,622,1,0,0,0
936931,2,3,2013-03-13,3874,516,1,0,0,0
936932,3,3,2013-03-13,5391,703,1,0,0,0
936933,4,3,2013-03-13,7522,1167,1,0,0,0
936934,5,3,2013-03-13,3486,501,1,0,0,0
936936,7,3,2013-03-13,6538,781,1,0,0,0
936937,8,3,2013-03-13,3973,530,1,0,0,0
936938,9,3,2013-03-13,4521,457,1,0,0,0
936935,6,3,2013-03-13,5129,654,1,0,0,0
935815,1,4,2013-03-14,5108,660,1,0,0,0
935817,3,4,2013-03-14,4993,642,1,0,0,0
935816,2,4,2013-03-14,3964,514,1,0,0,0
935818,4,4,2013-03-14,7112,1122,1,0,0,0
935822,8,4,2013-03-14,4878,695,1,0,0,0
935820,6,4,2013-03-14,5697,697,1,0,0,0
935819,5,4,2013-03-14,3488,485,1,0,0,0
935823,9,4,2013-03-14,4229,423,1,0,0,0
935821,7,4,2013-03-14,6752,783,1,0,0,0
934708,9,5,2013-03-15,4748,454,1,0,0,0
934707,8,5,2013-03-15,4424,527,1,0,0,0
934706,7,5,2013-03-15,8083,946,1,0,0,0
934705,6,5,2013-03-15,5838,721,1,0,0,0
934704,5,5,2013-03-15,3839,481,1,0,0,0
934703,4,5,2013-03-15,7849,1145,1,0,0,0
934702,3,5,2013-03-15,6933,829,1,0,0,0
934701,2,5,2013-03-15,4181,491,1,0,0,0
934700,1,5,2013-03-15,4925,677,1,0,0,0
933585,1,6,2013-03-16,5003,680,1,0,0,0
933586,2,6,2013-03-16,2956,346,1,0,0,0
933587,3,6,2013-03-16,4249,493,1,0,0,0
933588,4,6,2013-03-16,9446,1520,1,0,0,0
933591,7,6,2013-03-16,5335,566,1,0,0,0
933590,6,6,2013-03-16,3750,434,1,0,0,0
933592,8,6,2013-03-16,2512,289,1,0,0,0
933589,5,6,2013-03-16,1717,206,1,0,0,0
933593,9,6,2013-03-16,4642,465,1,0,0,0
932473,4,7,2013-03-17,0,0,0,0,0,0
932470,1,7,2013-03-17,0,0,0,0,0,0
932471,2,7,2013-03-17,0,0,0,0,0,0
932472,3,7,2013-03-17,0,0,0,0,0,0
932474,5,7,2013-03-17,0,0,0,0,0,0
932476,7,7,2013-03-17,0,0,0,0,0,0
932477,8,7,2013-03-17,0,0,0,0,0,0
932478,9,7,2013-03-17,0,0,0,0,0,0
932475,6,7,2013-03-17,0,0,0,0,0,0
931363,9,1,2013-03-18,7244,653,1,1,0,0
931362,8,1,2013-03-18,7418,757,1,1,0,0
931361,7,1,2013-03-18,8415,872,1,1,0,0
931360,6,1,2013-03-18,7907,920,1,1,0,0
931359,5,1,2013-03-18,7297,755,1,1,0,0
931358,4,1,2013-03-18,11643,1550,1,1,0,0
931357,3,1,2013-03-18,11199,1062,1,1,0,0
931356,2,1,2013-03-18,7593,712,1,1,0,0
931355,1,1,2013-03-18,7072,778,1,1,0,0
930240,1,2,2013-03-19,6563,719,1,1,0,0
930241,2,2,2013-03-19,6224,670,1,1,0,0
930242,3,2,2013-03-19,9725,965,1,1,0,0
930243,4,2,2013-03-19,10301,1393,1,1,0,0
930245,6,2,2013-03-19,6603,768,1,1,0,0
930246,7,2,2013-03-19,8576,844,1,1,0,0
930247,8,2,2013-03-19,6587,731,1,1,0,0
930244,5,2,2013-03-19,4930,571,1,1,0,0
930248,9,2,2013-03-19,5996,519,1,1,0,0
929129,5,3,2013-03-20,6085,689,1,1,0,0
929133,9,3,2013-03-20,5096,432,1,1,0,0
929132,8,3,2013-03-20,7031,716,1,1,0,0
929131,7,3,2013-03-20,8934,907,1,1,0,0
929130,6,3,2013-03-20,7506,840,1,1,0,0
929128,4,3,2013-03-20,9149,1307,1,1,0,0
929127,3,3,2013-03-20,8459,868,1,1,0,0
929126,2,3,2013-03-20,6783,826,1,1,0,0
929125,1,3,2013-03-20,5598,688,1,1,0,0
928011,2,4,2013-03-21,5322,609,1,1,0,0
928012,3,4,2013-03-21,8245,855,1,1,0,0
928010,1,4,2013-03-21,5179,662,1,1,0,0
928013,4,4,2013-03-21,9466,1314,1,1,0,0
928018,9,4,2013-03-21,5414,491,1,1,0,0
928015,6,4,2013-03-21,6335,727,1,1,0,0
928016,7,4,2013-03-21,7976,869,1,1,0,0
928017,8,4,2013-03-21,6808,819,1,1,0,0
928014,5,4,2013-03-21,5027,550,1,1,0,0
926895,1,5,2013-03-22,5506,694,1,1,0,0
926896,2,5,2013-03-22,4955,540,1,1,0,0
926897,3,5,2013-03-22,8355,886,1,1,0,0
926898,4,5,2013-03-22,10190,1449,1,1,0,0
926900,6,5,2013-03-22,6745,758,1,1,0,0
926901,7,5,2013-03-22,9776,1035,1,1,0,0
926902,8,5,2013-03-22,4778,590,1,1,0,0
926903,9,5,2013-03-22,6215,508,1,1,0,0
926899,5,5,2013-03-22,4862,552,1,1,0,0
925782,3,6,2013-03-23,4200,457,1,0,0,0
925780,1,6,2013-03-23,5603,682,1,0,0,0
925781,2,6,2013-03-23,2691,330,1,0,0,0
925783,4,6,2013-03-23,9875,1455,1,0,0,0
925788,9,6,2013-03-23,4557,453,1,0,0,0
925785,6,6,2013-03-23,3582,407,1,0,0,0
925786,7,6,2013-03-23,5347,605,1,0,0,0
925787,8,6,2013-03-23,2284,298,1,0,0,0
925784,5,6,2013-03-23,2153,239,1,0,0,0
924667,3,7,2013-03-24,0,0,0,0,0,0
924666,2,7,2013-03-24,0,0,0,0,0,0
924668,4,7,2013-03-24,0,0,0,0,0,0
924665,1,7,2013-03-24,0,0,0,0,0,0
924670,6,7,2013-03-24,0,0,0,0,0,0
924673,9,7,2013-03-24,0,0,0,0,0,0
924669,5,7,2013-03-24,0,0,0,0,0,0
924671,7,7,2013-03-24,0,0,0,0,0,0
924672,8,7,2013-03-24,0,0,0,0,0,0
923558,9,1,2013-03-25,6717,598,1,1,0,1
923557,8,1,2013-03-25,7724,823,1,1,0,1
923556,7,1,2013-03-25,12717,1223,1,1,0,1
923555,6,1,2013-03-25,8285,907,1,1,0,0
923554,5,1,2013-03-25,7563,750,1,1,0,0
923553,4,1,2013-03-25,11548,1599,1,1,0,1
923552,3,1,2013-03-25,10181,1031,1,1,0,1
923551,2,1,2013-03-25,8412,844,1,1,0,1
923550,1,1,2013-03-25,6729,777,1,1,0,1
922435,1,2,2013-03-26,6686,747,1,1,0,1
922436,2,2,2013-03-26,6384,702,1,1,0,1
922438,4,2,2013-03-26,10381,1417,1,1,0,1
922437,3,2,2013-03-26,9991,999,1,1,0,1
922440,6,2,2013-03-26,8286,898,1,1,0,0
922443,9,2,2013-03-26,6257,576,1,1,0,1
922441,7,2,2013-03-26,10454,1105,1,1,0,1
922442,8,2,2013-03-26,7070,775,1,1,0,1
922439,5,2,2013-03-26,6086,612,1,1,0,0
921320,1,3,2013-03-27,6660,779,1,1,0,1
921321,2,3,2013-03-27,7880,892,1,1,0,1
921322,3,3,2013-03-27,9033,946,1,1,0,1
921323,4,3,2013-03-27,11014,1491,1,1,0,1
921324,5,3,2013-03-27,6477,717,1,1,0,0
921326,7,3,2013-03-27,10734,1041,1,1,0,1
921327,8,3,2013-03-27,6482,743,1,1,0,1
921328,9,3,2013-03-27,6816,580,1,1,0,1
921325,6,3,2013-03-27,8296,921,1,1,0,0
920205,1,4,2013-03-28,7285,902,1,1,0,1
920207,3,4,2013-03-28,9884,1032,1,1,0,1
920206,2,4,2013-03-28,7229,801,1,1,0,1
920208,4,4,2013-03-28,16910,2096,1,1,0,1
920212,8,4,2013-03-28,8966,965,1,1,0,1
920210,6,4,2013-03-28,10228,1096,1,1,0,0
920211,7,4,2013-03-28,13770,1298,1,1,0,1
920213,9,4,2013-03-28,8515,702,1,1,0,1
920209,5,4,2013-03-28,7945,816,1,1,0,0
919090,1,5,2013-03-29,0,0,0,1,b,1
919091,2,5,2013-03-29,0,0,0,1,b,1
919092,3,5,2013-03-29,0,0,0,1,b,1
919093,4,5,2013-03-29,0,0,0,1,b,1
919095,6,5,2013-03-29,0,0,0,1,b,1
919096,7,5,2013-03-29,0,0,0,1,b,1
919097,8,5,2013-03-29,0,0,0,1,b,1
919098,9,5,2013-03-29,0,0,0,1,b,1
919094,5,5,2013-03-29,0,0,0,1,b,1
917977,3,6,2013-03-30,6267,672,1,0,0,0
917975,1,6,2013-03-30,7132,773,1,0,0,0
917976,2,6,2013-03-30,4406,493,1,0,0,0
917978,4,6,2013-03-30,14669,2077,1,0,0,0
917983,9,6,2013-03-30,6457,577,1,0,0,0
917980,6,6,2013-03-30,5249,610,1,0,0,0
917981,7,6,2013-03-30,11274,1169,1,0,0,0
917982,8,6,2013-03-30,3500,426,1,0,0,0
917979,5,6,2013-03-30,2916,359,1,0,0,0
916860,1,7,2013-03-31,0,0,0,0,0,0
916861,2,7,2013-03-31,0,0,0,0,0,0
916863,4,7,2013-03-31,0,0,0,0,0,0
916862,3,7,2013-03-31,0,0,0,0,0,0
916865,6,7,2013-03-31,0,0,0,0,0,0
916868,9,7,2013-03-31,0,0,0,0,0,0
916864,5,7,2013-03-31,0,0,0,0,0,0
916866,7,7,2013-03-31,0,0,0,0,0,0
916867,8,7,2013-03-31,0,0,0,0,0,0
915753,9,1,2013-04-01,0,0,0,0,b,1
915752,8,1,2013-04-01,0,0,0,0,b,1
915751,7,1,2013-04-01,0,0,0,0,b,1
915750,6,1,2013-04-01,0,0,0,0,b,1
915749,5,1,2013-04-01,0,0,0,0,b,1
915748,4,1,2013-04-01,0,0,0,0,b,1
915747,3,1,2013-04-01,0,0,0,0,b,1
915746,2,1,2013-04-01,0,0,0,0,b,1
915745,1,1,2013-04-01,0,0,0,0,b,1
914630,1,2,2013-04-02,5484,629,1,0,0,1
914631,2,2,2013-04-02,3643,507,1,0,0,1
914633,4,2,2013-04-02,11522,1578,1,0,0,1
914632,3,2,2013-04-02,5856,802,1,0,0,1
914635,6,2,2013-04-02,7028,854,1,0,0,1
914638,9,2,2013-04-02,5762,542,1,0,0,1
914636,7,2,2013-04-02,9418,1132,1,0,0,1
914637,8,2,2013-04-02,5409,701,1,0,0,1
914634,5,2,2013-04-02,4436,620,1,0,0,1
913515,1,3,2013-04-03,4625,594,1,0,0,1
913516,2,3,2013-04-03,4250,600,1,0,0,1
913517,3,3,2013-04-03,5704,715,1,0,0,1
913518,4,3,2013-04-03,8922,1263,1,0,0,1
913519,5,3,2013-04-03,4247,597,1,0,0,1
913521,7,3,2013-04-03,6884,816,1,0,0,1
913522,8,3,2013-04-03,4358,580,1,0,0,1
913523,9,3,2013-04-03,5048,510,1,0,0,1
913520,6,3,2013-04-03,6066,757,1,0,0,1
912400,1,4,2013-04-04,4293,566,1,0,0,1
912402,3,4,2013-04-04,6663,781,1,0,0,1
912401,2,4,2013-04-04,4114,542,1,0,0,1
912403,4,4,2013-04-04,8692,1208,1,0,0,1
912407,8,4,2013-04-04,4649,657,1,0,0,1
912405,6,4,2013-04-04,5359,687,1,0,0,1
912404,5,4,2013-04-04,3875,496,1,0,0,1
912408,9,4,2013-04-04,4219,404,1,0,0,1
912406,7,4,2013-04-04,7210,890,1,0,0,1
911293,9,5,2013-04-05,4623,444,1,0,0,1
911292,8,5,2013-04-05,4100,517,1,0,0,1
911291,7,5,2013-04-05,8011,931,1,0,0,1
911290,6,5,2013-04-05,5798,730,1,0,0,1
911289,5,5,2013-04-05,3949,519,1,0,0,1
911288,4,5,2013-04-05,8264,1220,1,0,0,1
911287,3,5,2013-04-05,6197,740,1,0,0,1
911286,2,5,2013-04-05,3872,470,1,0,0,1
911285,1,5,2013-04-05,4390,571,1,0,0,1
910170,1,6,2013-04-06,5075,657,1,0,0,0
910171,2,6,2013-04-06,2461,315,1,0,0,0
910172,3,6,2013-04-06,4656,556,1,0,0,0
910173,4,6,2013-04-06,9985,1418,1,0,0,0
910176,7,6,2013-04-06,5276,614,1,0,0,0
910175,6,6,2013-04-06,3297,415,1,0,0,0
910177,8,6,2013-04-06,2646,303,1,0,0,0
910174,5,6,2013-04-06,1571,207,1,0,0,0
910178,9,6,2013-04-06,5046,481,1,0,0,0
909058,4,7,2013-04-07,0,0,0,0,0,0
909055,1,7,2013-04-07,0,0,0,0,0,0
909056,2,7,2013-04-07,0,0,0,0,0,0
909057,3,7,2013-04-07,0,0,0,0,0,0
909059,5,7,2013-04-07,0,0,0,0,0,0
909061,7,7,2013-04-07,0,0,0,0,0,0
909063,9,7,2013-04-07,0,0,0,0,0,0
909060,6,7,2013-04-07,0,0,0,0,0,0
909062,8,7,2013-04-07,0,0,0,0,0,0
907948,9,1,2013-04-08,7024,629,1,1,0,0
907947,8,1,2013-04-08,8004,826,1,1,0,1
907946,7,1,2013-04-08,11404,1090,1,1,0,1
907945,6,1,2013-04-08,7883,900,1,1,0,0
907944,5,1,2013-04-08,6817,695,1,1,0,0
907943,4,1,2013-04-08,10943,1562,1,1,0,0
907942,3,1,2013-04-08,9781,940,1,1,0,0
907941,2,1,2013-04-08,6696,732,1,1,0,0
907940,1,1,2013-04-08,6046,695,1,1,0,0
906825,1,2,2013-04-09,5514,594,1,1,0,0
906826,2,2,2013-04-09,6574,667,1,1,0,0
906828,4,2,2013-04-09,9238,1294,1,1,0,0
906827,3,2,2013-04-09,9416,925,1,1,0,0
906830,6,2,2013-04-09,7676,849,1,1,0,0
906833,9,2,2013-04-09,6101,532,1,1,0,0
906831,7,2,2013-04-09,10176,1058,1,1,0,1
906832,8,2,2013-04-09,6875,761,1,1,0,1
906829,5,2,2013-04-09,5204,580,1,1,0,0
905710,1,3,2013-04-10,4903,575,1,1,0,0
905711,2,3,2013-04-10,6520,780,1,1,0,0
905712,3,3,2013-04-10,8414,839,1,1,0,0
905713,4,3,2013-04-10,8798,1196,1,1,0,0
905714,5,3,2013-04-10,5698,689,1,1,0,0
905716,7,3,2013-04-10,7548,817,1,1,0,0
905717,8,3,2013-04-10,5239,615,1,1,0,0
905718,9,3,2013-04-10,4779,436,1,1,0,0
905715,6,3,2013-04-10,6645,763,1,1,0,0
904595,1,4,2013-04-11,4366,541,1,1,0,0
904596,2,4,2013-04-11,5301,606,1,1,0,0
904597,3,4,2013-04-11,7959,760,1,1,0,0
904598,4,4,2013-04-11,8764,1270,1,1,0,0
904601,7,4,2013-04-11,7253,813,1,1,0,0
904600,6,4,2013-04-11,6389,759,1,1,0,0
904599,5,4,2013-04-11,4509,517,1,1,0,0
904603,9,4,2013-04-11,5770,498,1,1,0,0
904602,8,4,2013-04-11,6009,755,1,1,0,0
903488,9,5,2013-04-12,6055,587,1,1,0,0
903487,8,5,2013-04-12,5379,612,1,1,0,0
903486,7,5,2013-04-12,8949,1000,1,1,0,0
903485,6,5,2013-04-12,6520,759,1,1,0,0
903484,5,5,2013-04-12,4767,555,1,1,0,0
903483,4,5,2013-04-12,9492,1389,1,1,0,0
903482,3,5,2013-04-12,8866,936,1,1,0,0
903481,2,5,2013-04-12,4334,519,1,1,0,0
903480,1,5,2013-04-12,5263,614,1,1,0,0
902365,1,6,2013-04-13,4773,608,1,0,0,0
902366,2,6,2013-04-13,2561,324,1,0,0,0
902367,3,6,2013-04-13,3765,438,1,0,0,0
902368,4,6,2013-04-13,9901,1415,1,0,0,0
902371,7,6,2013-04-13,4887,520,1,0,0,0
902370,6,6,2013-04-13,3121,389,1,0,0,0
902372,8,6,2013-04-13,2202,303,1,0,0,0
902369,5,6,2013-04-13,1515,215,1,0,0,0
902373,9,6,2013-04-13,4873,490,1,0,0,0
901253,4,7,2013-04-14,0,0,0,0,0,0
901250,1,7,2013-04-14,0,0,0,0,0,0
901251,2,7,2013-04-14,0,0,0,0,0,0
901252,3,7,2013-04-14,0,0,0,0,0,0
901254,5,7,2013-04-14,0,0,0,0,0,0
901256,7,7,2013-04-14,0,0,0,0,0,0
901257,8,7,2013-04-14,0,0,0,0,0,0
901258,9,7,2013-04-14,0,0,0,0,0,0
901255,6,7,2013-04-14,0,0,0,0,0,0
900143,9,1,2013-04-15,4665,477,1,0,0,0
900142,8,1,2013-04-15,3837,582,1,0,0,0
900141,7,1,2013-04-15,6342,826,1,0,0,0
900140,6,1,2013-04-15,5683,748,1,0,0,0
900139,5,1,2013-04-15,3344,511,1,0,0,0
900138,4,1,2013-04-15,7181,1142,1,0,0,0
900137,3,1,2013-04-15,5295,723,1,0,0,0
900136,2,1,2013-04-15,3850,548,1,0,0,0
900135,1,1,2013-04-15,3941,526,1,0,0,0
899020,1,2,2013-04-16,3357,453,1,0,0,0
899021,2,2,2013-04-16,4059,542,1,0,0,0
899022,3,2,2013-04-16,5092,688,1,0,0,0
899023,4,2,2013-04-16,6559,993,1,0,0,0
899025,6,2,2013-04-16,5641,727,1,0,0,0
899026,7,2,2013-04-16,6747,861,1,0,0,0
899027,8,2,2013-04-16,4346,623,1,0,0,0
899024,5,2,2013-04-16,3367,494,1,0,0,0
899028,9,2,2013-04-16,4535,477,1,0,0,0
897909,5,3,2013-04-17,3636,539,1,0,0,0
897913,9,3,2013-04-17,4227,437,1,0,0,0
897912,8,3,2013-04-17,3825,553,1,0,0,0
897911,7,3,2013-04-17,6100,766,1,0,0,0
897910,6,3,2013-04-17,5758,728,1,0,0,0
897908,4,3,2013-04-17,6154,992,1,0,0,0
897907,3,3,2013-04-17,5320,699,1,0,0,0
897906,2,3,2013-04-17,4776,683,1,0,0,0
897905,1,3,2013-04-17,3649,500,1,0,0,0
896791,2,4,2013-04-18,3516,517,1,0,0,0
896792,3,4,2013-04-18,5399,689,1,0,0,0
896790,1,4,2013-04-18,2952,432,1,0,0,0
896793,4,4,2013-04-18,6390,1010,1,0,0,0
896798,9,4,2013-04-18,4799,471,1,0,0,0
896795,6,4,2013-04-18,5156,700,1,0,0,0
896796,7,4,2013-04-18,6465,806,1,0,0,0
896797,8,4,2013-04-18,5039,737,1,0,0,0
896794,5,4,2013-04-18,3280,435,1,0,0,0
895675,1,5,2013-04-19,4303,526,1,0,0,0
895676,2,5,2013-04-19,3525,466,1,0,0,0
895677,3,5,2013-04-19,5608,705,1,0,0,0
895678,4,5,2013-04-19,7287,1123,1,0,0,0
895680,6,5,2013-04-19,5872,774,1,0,0,0
895681,7,5,2013-04-19,7029,893,1,0,0,0
895682,8,5,2013-04-19,3739,498,1,0,0,0
895683,9,5,2013-04-19,5359,491,1,0,0,0
895679,5,5,2013-04-19,3596,493,1,0,0,0
894562,3,6,2013-04-20,4007,472,1,0,0,0
894560,1,6,2013-04-20,4350,546,1,0,0,0
894561,2,6,2013-04-20,2701,341,1,0,0,0
894563,4,6,2013-04-20,8749,1328,1,0,0,0
894568,9,6,2013-04-20,4529,441,1,0,0,0
894565,6,6,2013-04-20,4166,452,1,0,0,0
894566,7,6,2013-04-20,5128,592,1,0,0,0
894567,8,6,2013-04-20,2562,315,1,0,0,0
894564,5,6,2013-04-20,2152,244,1,0,0,0
893445,1,7,2013-04-21,0,0,0,0,0,0
893446,2,7,2013-04-21,0,0,0,0,0,0
893448,4,7,2013-04-21,0,0,0,0,0,0
893447,3,7,2013-04-21,0,0,0,0,0,0
893450,6,7,2013-04-21,0,0,0,0,0,0
893453,9,7,2013-04-21,0,0,0,0,0,0
893449,5,7,2013-04-21,0,0,0,0,0,0
893451,7,7,2013-04-21,0,0,0,0,0,0
893452,8,7,2013-04-21,0,0,0,0,0,0
892337,8,1,2013-04-22,7436,768,1,1,0,0
892336,7,1,2013-04-22,10465,1058,1,1,0,0
892335,6,1,2013-04-22,8100,935,1,1,0,0
892334,5,1,2013-04-22,6458,671,1,1,0,0
892333,4,1,2013-04-22,11138,1452,1,1,0,0
892332,3,1,2013-04-22,8979,930,1,1,0,0
892331,2,1,2013-04-22,6774,719,1,1,0,0
892330,1,1,2013-04-22,5672,623,1,1,0,0
892338,9,1,2013-04-22,6622,583,1,1,0,0
891215,1,2,2013-04-23,4492,560,1,1,0,0
891217,3,2,2013-04-23,8294,835,1,1,0,0
891218,4,2,2013-04-23,9166,1251,1,1,0,0
891216,2,2,2013-04-23,5775,634,1,1,0,0
891220,6,2,2013-04-23,7543,855,1,1,0,0
891221,7,2,2013-04-23,9166,1012,1,1,0,0
891223,9,2,2013-04-23,6088,553,1,1,0,0
891222,8,2,2013-04-23,6195,715,1,1,0,0
891219,5,2,2013-04-23,4859,576,1,1,0,0
890100,1,3,2013-04-24,4309,512,1,1,0,0
890101,2,3,2013-04-24,6260,766,1,1,0,0
890102,3,3,2013-04-24,8041,838,1,1,0,0
890103,4,3,2013-04-24,7496,1110,1,1,0,0
890104,5,3,2013-04-24,5076,708,1,1,0,0
890106,7,3,2013-04-24,7970,840,1,1,0,0
890107,8,3,2013-04-24,5061,635,1,1,0,0
890108,9,3,2013-04-24,5600,515,1,1,0,0
890105,6,3,2013-04-24,6514,774,1,1,0,0
888987,3,4,2013-04-25,7232,789,1,1,0,0
888985,1,4,2013-04-25,3939,532,1,1,0,0
